Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
LIDR,AEyenc. Class A,$0.94 ,151830067,612210,Consumer Discretionary,Auto Parts:O.E.M.
LIFE,aTyr Pharmanc.,$2.07 ,60049421,215745,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,Lennoxnternationalnc.,$256.02 ,9073031079,324512,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A,$7.28 ,1582799604,363233,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C,$7.28 ,1582799604,975836,Telecommunications,Cable & Other Pay Television Services
LILM,Lilium N.V.,$1.42 ,557240228,848059,Industrials,Aerospace
LIN,Linde plc Ordinary Share,$331.50 ,1.63887E+11,1242104,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation,$6.31 ,165672710,42307,Consumer Discretionary,Service to the Healthndustry
LIND,Lindblad Expeditions Holdingsnc.,$8.35 ,443728987,268213,,
LINK,Interlink Electronicsnc.,$9.06 ,59834940,5523,Technology,Industrial Machinery/Components
LIQT,LiqTechnternationalnc.,$0.41 ,17997717,71020,Industrials,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. each representing 2 ordinary shares,$1.12 ,125188645,34629,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Lumentum Holdingsnc.,$52.72 ,3595504000,939003,Technology,Computer peripheral equipment
LITM,Snow Lake Resources Ltd.,$2.90 ,51981798,101861,,
LITT,Logisticsnnovation Technologies Corp. Class A,$9.90 ,421858939,1313204,Industrials,Consumer Electronics/Appliances
LIVB,LIV Capital Acquisition Corp.I,$10.21 ,128068288,3554,Finance,Business Services
LIVE,Live Venturesncorporated,$24.77 ,76283079,689,,
LIVN,LivaNova PLC Ordinary Shares,$54.01 ,2890761189,249497,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,Lixte Biotechnology Holdingsnc.,$0.69 ,11552736,44235,Health Care,Biotechnology: Pharmaceutical Preparations
LIZI,LIZHINC.,$0.77 ,39441636,307391,Technology,Computer Software: Programming Data Processing
LJAQ,LightJump Acquisition Corporation,$10.16 ,63869973,44912,Finance,Business Services
LKCO,Luokung Technology Corp Ordinary Shares,$0.19 ,92786753,2339492,Technology,EDP Services
LKFN,Lakeland Financial Corporation,$74.56 ,1890105991,82041,Finance,Major Banks
LKQ,LKQ Corporation,$53.72 ,14352640194,1509322,Consumer Discretionary,Automotive Aftermarket
LL,LL Flooring Holdingsnc.,$6.52 ,191048251,685685,Consumer Discretionary,RETAIL: Building Materials
LLAP,Terran Orbital Corporation,$1.95 ,277643383,752368,,
LLY,Eli Lilly and Company,$368.54 ,3.50179E+11,1970992,Health Care,Biotechnology: Pharmaceutical Preparations
LMAT,LeMaitre Vascularnc.,$45.46 ,1000160005,39529,Health Care,Medical/Dentalnstruments
LMB,Limbach Holdingsnc.,$10.66 ,111625231,174569,Consumer Discretionary,Military/Government/Technical
LMDX,LumiraDx Limited,$1.22 ,308293569,345010,Health Care,Biotechnology:n Vitro &n Vivo Diagnostic Substances
LMFA,LM Funding Americanc.,$0.63 ,8255741,440313,Finance,Finance: Consumer Services
LMND,Lemonadenc.,$17.88 ,1236648976,1200298,Finance,Property-Casualtynsurers
LMNL,Liminal BioSciencesnc.,$0.41 ,12730554,10186,Health Care,Pharmaceuticals and Biotechnology
LMNR,Limoneira Co,$12.92 ,228962439,20622,Consumer Staples,Farming/Seeds/Milling
LMST,Limestone Bancorpnc.,$25.32 ,193416518,1465,Finance,Major Banks
LMT,Lockheed Martin Corporation,$484.00 ,1.26844E+11,1076620,Industrials,Aerospace
LNC,Lincoln National Corporation,$37.35 ,6320197580,1910676,Finance,Lifensurance
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),$5.14 ,507367932,43120,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energync.,$163.73 ,40713004544,2487816,Utilities,Oil/Gas Transmission
LNKB,LINKBANCORPnc.,$9.20 ,137444688,60130,,
LNN,Lindsay Corporation,$169.96 ,1870724566,58803,Industrials,Industrial Machinery/Components
LNSR,LENSARnc.,$3.22 ,35495039,15549,Health Care,Medical Electronics
LNT,Alliant Energy Corporation,$55.31 ,13884017417,1073699,Utilities,Power Generation
LNTH,Lantheus Holdingsnc.,$55.48 ,3818804242,5789984,Health Care,Biotechnology: Pharmaceutical Preparations
LNW,Light & Wondernc.,$62.39 ,5844295218,437581,Consumer Discretionary,Movies/Entertainment
LOAN,Manhattan Bridge Capitalnc,$5.72 ,65751085,11811,Real Estate,Real Estatenvestment Trusts
LOB,Live Oak Bancsharesnc.,$32.88 ,1446207072,286406,Finance,Commercial Banks
LOCC,Live Oak Crestview Climate Acquisition Corp. Class A,$9.81 ,245250000,4,Industrials,Consumer Electronics/Appliances
LOCL,Local Bounti Corporation,$2.25 ,233270935,180837,Consumer Staples,Farming/Seeds/Milling
LOCO,El Pollo Loco Holdingsnc.,$10.66 ,394944280,309938,Consumer Discretionary,Restaurants
LODE,Comstocknc.,$0.32 ,27881946,521260,Finance,Real Estate
LOGI,Logitechnternational S.A. Ordinary Shares,$59.98 ,9696201615,322120,Technology,Computer peripheral equipment
LOKM,Live Oak Mobility Acquisition Corp. Class A,$9.98 ,315617500,45872,Industrials,Consumer Electronics/Appliances
LOMA,Loma Negra Companiandustrial Argentina Sociedad Anonima ADS,$6.32 ,739946207,107857,Industrials,Building Materials
LOOP,Loopndustriesnc.,$2.67 ,126628485,23752,,
LOPE,Grand Canyon Educationnc.,$108.03 ,3364830720,248423,Consumer Discretionary,Service to the Healthndustry
LOTZ,CarLotznc. Class A,$0.16 ,19092672,1700700,Consumer Discretionary,Other Specialty Stores
LOV,Spark Networks SE ,$1.26 ,32979202,99562,Consumer Discretionary,Other Consumer Services
LOVE,The Lovesac Company,$22.49 ,341496189,605952,,
LOW,Lowe's Companiesnc.,$201.91 ,1.22095E+11,3627519,Consumer Discretionary,RETAIL: Building Materials
LPCN,Lipocinenc.,$0.42 ,36731978,68638,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Dorian LPG Ltd.,$18.87 ,761414595,651750,Consumer Discretionary,Marine Transportation
LPI,Laredo Petroleumnc.,$55.15 ,927266731,937125,Energy,Oil & Gas Production
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,$5.33 ,3814315362,208466,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdingsnc.,$227.05 ,18073266733,805040,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Class A,$6.97 ,806079866,679664,Finance,Finance: Consumer Services
LPSN,LivePersonnc.,$11.51 ,867026063,634745,Technology,EDP Services
LPTH,LightPath Technologiesnc. Class A,$1.15 ,31144325,17055,Technology,Electronic Components
LPTV,Loop Medianc.,$6.49 ,365914046,182909,Industrials,Broadcasting
LPTX,Leap Therapeuticsnc.,$0.51 ,50382076,508782,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPX,Louisiana-Pacific Corporation,$62.84 ,4505342392,993090,,
LQDA,Liquidia Corporation,$5.42 ,349562634,517446,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,Liquidity Servicesnc.,$15.16 ,539460808,183535,Consumer Discretionary,Catalog/Specialty Distribution
LRCX,Lam Research Corporation,$443.09 ,60428319988,925312,Technology,Industrial Machinery/Components
LRFC,Logan Ridge Finance Corporation,$21.02 ,56986649,13667,Finance,Trusts Except Educational Religious and Charitable
LRMR,Larimar Therapeuticsnc.,$3.13 ,135432596,74292,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stridenc.,$33.40 ,1437254371,229599,Consumer Discretionary,Other Consumer Services
LSAK,Lesaka Technologiesnc.,$3.77 ,223185345,42334,Technology,EDP Services
LSBK,Lake Shore Bancorpnc.,$12.60 ,71913076,3745,Finance,Savingsnstitutions
LSCC,Lattice Semiconductor Corporation,$68.87 ,9439282118,1092226,Technology,Semiconductors
LSEA,Landsea Homes Corporation,$5.54 ,226863238,75722,,
LSF,Laird Superfoodnc.,$1.20 ,11067146,24243,Consumer Staples,Specialty Foods
LSI,Life Storagenc.,$104.53 ,8884794529,941456,Real Estate,Real Estatenvestment Trusts
LSPD,Lightspeed Commercenc. Subordinate Voting Shares,$15.30 ,2300727938,949681,,
LSPR,Larkspur Health Acquisition Corp. Class A,$9.94 ,99690457,329,Industrials,Consumer Electronics/Appliances
LSTA,Lisata Therapeuticsnc.,$3.25 ,25543973,7239,Health Care,Managed Health Care
LSTR,Landstar Systemnc.,$169.77 ,6099032239,430379,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM,$41.86 ,13665703004,523133,Consumer Discretionary,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM,$46.01 ,15020520669,4,Industrials,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM,$41.77 ,13636321416,656573,Industrials,Broadcasting
LTBR,Lightbridge Corporation,$4.58 ,53053900,41072,Consumer Discretionary,Business Services
LTC,LTC Propertiesnc.,$38.72 ,1568345508,153431,Real Estate,Real Estatenvestment Trusts
LTCH,Latchnc.,$0.86 ,124544989,457726,Technology,EDP Services
LTH,Life Time Group Holdingsnc.,$12.79 ,2483673844,274326,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation,$25.27 ,4532774688,4388275,Industrials,Industrial Specialties
LTRN,Lantern Pharmanc.,$5.05 ,54773767,31662,Health Care,Biotechnology: Pharmaceutical Preparations
LTRPA,Liberty TripAdvisor Holdingsnc. Series A,$0.77 ,58569631,198220,Technology,Interactive Media
LTRPB,Liberty TripAdvisor Holdingsnc. Series B,$24.25 ,1839546097,8644,Technology,Interactive Media
LTRX,Lantronixnc.,$4.86 ,176125739,68446,Telecommunications,Telecommunications Equipment
LTRY,Lottery.comnc.,$0.28 ,14461752,425937,Consumer Discretionary,Services-Misc. Amusement & Recreation
LU,Lufax Holding Ltd two of which representing one Ordinary Share,$2.07 ,4731632682,28208997,Finance,Finance: Consumer Services
LUCD,Lucid Diagnosticsnc.,$1.89 ,73913449,88257,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LUCY,Innovative Eyewearnc.,$0.91 ,6641475,36231,Health Care,Ophthalmic Goods
LULU,lululemon athleticanc.,$370.00 ,47177354680,1199381,Consumer Discretionary,Department/Specialty Retail Stores
LUMN,Lumen Technologiesnc.,$5.40 ,5586747352,25548230,Telecommunications,Telecommunications Equipment
LUMO,Lumos Pharmanc.,$4.83 ,40457075,19393,Health Care,Biotechnology: Pharmaceutical Preparations
LUNA,Lunannovationsncorporated,$7.31 ,240950539,161376,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation,$6.08 ,227447930,516350,Health Care,Industrial Specialties
LUV,Southwest Airlines Company,$39.68 ,23560079519,4239779,Consumer Discretionary,Air Freight/Delivery Services
LUXH,LuxUrban Hotelsnc.,$1.65 ,43773540,13350,,
LVAC,LAVA Medtech Acquisition Corp. Class A,$10.20 ,146553125,29497,Industrials,Consumer Electronics/Appliances
LVLU,Lulu's Fashion Lounge Holdingsnc.,$3.24 ,126682257,141522,Consumer Discretionary,Apparel
LVO,LiveOnenc.,$0.61 ,53443685,26495,Consumer Discretionary,Movies/Entertainment
LVOX,LiveVox Holdingsnc. Class A,$2.47 ,247122295,126705,Technology,EDP Services
LVRA,Levere Holdings Corp.,$10.02 ,339784863,2,Finance,Business Services
LVS,Las Vegas Sands Corp.,$46.80 ,35762980968,4997633,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,$6.28 ,165095466,28914,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,LiveWire Groupnc.,$5.92 ,1198225097,43700,,
LW,Lamb Weston Holdingsnc.,$86.29 ,12411194593,1265361,Consumer Staples,Specialty Foods
LWAY,Lifeway Foodsnc.,$6.60 ,102267673,19352,Consumer Staples,Specialty Foods
LWLG,Lightwave Logicnc.,$6.91 ,777910249,801752,Industrials,Plastic Products
LX,LexinFintech Holdings Ltd.,$1.89 ,348495378,499564,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd.,$2.42 ,32200161,62,Real Estate,Other Consumer Services
LXFR,Luxfer Holdings PLC Ordinary Shares,$14.15 ,385002270,104492,Industrials,Metal Fabrications
LXP,LXPndustrial Trust(Maryland REIT),$10.24 ,2823406131,1963268,Real Estate,Real Estatenvestment Trusts
LXRX,Lexicon Pharmaceuticalsnc.,$2.11 ,398211318,206201,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXU,LSBndustriesnc.,$14.67 ,1202893569,1387467,Industrials,Industrial Specialties
LYB,LyondellBasellndustries NV Ordinary Shares Class A (Netherlands),$82.30 ,26798890836,1741671,Industrials,Major Chemicals
LYEL,Lyellmmunopharmanc.,$3.93 ,979849714,1104331,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyftnc. Class A,$10.41 ,3757331372,15257641,Technology,EDP Services
LYG,Lloyds Banking Group Plc,$2.24 ,37675913289,7083435,Finance,Commercial Banks
LYL,Dragon Victorynternational Limited Ordinary Shares,$0.53 ,6052196,8375,Finance,Finance/Investors Services
LYLT,Loyalty Venturesnc.,$2.42 ,59560878,438092,Technology,EDP Services
LYRA,Lyra Therapeuticsnc.,$3.31 ,105347396,7324,Health Care, Medicinal Chemicals and Botanical Products 
LYT,Lytus Technologies Holdings PTV. Ltd.,$0.98 ,36637038,76534,Technology,EDP Services
LYTS,LSIndustriesnc.,$11.92 ,331106727,93307,Consumer Discretionary,Building Products
LYV,Live Nation Entertainmentnc.,$70.91 ,16371692220,2941824,Consumer Discretionary,Movies/Entertainment
LZ,LegalZoom.comnc.,$9.04 ,1741549437,880175,Technology,Interactive Media
LZB,La-Z-Boyncorporated,$24.45 ,1054676374,368486,Consumer Discretionary,Home Furnishings
M,Macy'snc,$22.53 ,6108152864,8469705,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercardncorporated,$347.53 ,3.34136E+11,2353297,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communitiesnc.,$157.19 ,18151832459,695100,Real Estate,Real Estatenvestment Trusts
MAC,Macerich Company,$12.39 ,2661183152,1278582,Real Estate,Real Estatenvestment Trusts
MACA,Moringa Acquisition Corp,$10.02 ,148847100,1400,Finance,Business Services
MACK,Merrimack Pharmaceuticalsnc.,$11.84 ,158777277,79469,Health Care,Biotechnology: Pharmaceutical Preparations
MAG,MAG Silver Corporation Ordinary Shares,$15.16 ,1497372878,409819,,
MAIA,MAIA Biotechnologync.,$3.49 ,38201205,9298,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation,$36.86 ,2847574810,452727,Finance,Finance/Investors Services
MAN,ManpowerGroup,$86.86 ,4391392572,331256,Consumer Discretionary,Professional Services
MANH,Manhattan Associatesnc.,$117.01 ,7301054482,316376,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd.,$22.21 ,3621608730,1042275,Consumer Discretionary,Movies/Entertainment
MAPS,WM Technologync. Class A,$1.25 ,113690585,997457,Technology,Computer Software: Prepackaged Software
MAQC,Maquia Capital Acquisition Corporation Class A,$10.55 ,90984044,116,Industrials,Consumer Electronics/Appliances
MAR,Marriottnternational Class A,$160.47 ,50795111698,1898244,Consumer Discretionary,Hotels/Resorts
MARA,Marathon Digital Holdingsnc.,$5.79 ,676516853,15676081,Finance,Investment Managers
MARK,Remark Holdingsnc.,$0.22 ,23143690,428584,Consumer Discretionary,Telecommunications Equipment
MARPS,Marine Petroleum Trust Units of Beneficialnterest,$8.15 ,16300000,2376,Energy,Oil & Gas Production
MAS,Masco Corporation,$48.42 ,10920120136,1437252,Industrials,Building Products
MASI,Masimo Corporation,$138.65 ,7288090525,316471,Health Care,Medical/Dentalnstruments
MASS,908 Devicesnc.,$8.85 ,280644863,293927,Health Care,Medical/Dentalnstruments
MAT,Mattelnc.,$17.72 ,6279995253,3443648,Consumer Discretionary,Recreational Games/Products/Toys
MATV,Mativ Holdingsnc.,$20.76 ,1140621476,369714,Basic Materials,Paper
MATW,Matthewsnternational Corporation Class A,$32.05 ,971052535,144334,Industrials,Consumer Electronics/Appliances
MATX,Matsonnc.,$61.58 ,2326534582,282522,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal Highncome Advantage Fundnc.,$8.26 ,197533266,98035,Finance,Finance Companies
MAX,MediaAlphanc. Class A,$10.85 ,467742806,249731,Industrials,Industrial Machinery/Components
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,$20.56 ,925130404,297792,Technology,Semiconductors
MAXR,Maxar Technologiesnc.,$23.98 ,1787986257,407860,Telecommunications,Telecommunications Equipment
MAYS,J. W. Maysnc.,$47.70 ,96152706,7143,Real Estate,Building operators
MBAC,M3-Brigade AcquisitionI Corp. Class A,$9.98 ,499000000,15345,Industrials,Consumer Electronics/Appliances
MBCN,Middlefield Banc Corp.,$28.30 ,180500513,3334,Finance,Major Banks
MBI,MBIAnc.,$12.20 ,669689940,170572,Finance,Property-Casualtynsurers
MBIN,Merchants Bancorp,$24.82 ,1069979726,54363,Finance,Major Banks
MBIO,Mustang Bionc.,$0.41 ,43983994,967559,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBLY,Mobileye Globalnc. Class A,$30.49 ,24595484467,1495905,Consumer Discretionary,Automotive Aftermarket
MBOT,Microbot Medicalnc.,$4.50 ,35507826,5952,Health Care,Medical/Dentalnstruments
MBRX,Moleculin Biotechnc.,$1.29 ,36929897,86252,Health Care,Biotechnology: Pharmaceutical Preparations
MBSC,M3-Brigade AcquisitionII Corp. Class A,$10.08 ,378000000,24700,Industrials,Consumer Electronics/Appliances
MBTC,Nocturne Acquisition Corporation Ordinary Shares,$10.49 ,55849599,4,Finance,Business Services
MBUU,Malibu Boatsnc. Class A,$56.06 ,1140558471,80832,Consumer Discretionary,Recreational Games/Products/Toys
MBWM,Mercantile Bank Corporation,$33.34 ,528978608,44538,Finance,Major Banks
MC,Moelis & Company Class A,$40.74 ,2606070579,583212,Finance,Investment Bankers/Brokers/Service
MCAA,Mountain & Co. Acquisition Corp.,$10.36 ,297850000,52059,Finance,Business Services
MCAC,Monterey Capital Acquisition Corporation Class A,$9.97 ,116030860,753,Miscellaneous,Other Pharmaceuticals
MCAF,Mountain Crest Acquisition Corp.V,$10.03 ,75801725,28344,Industrials,Consumer Electronics/Appliances
MCAG,Mountain Crest Acquisition Corp. V,$10.01 ,90349259,1900,Miscellaneous,Other Pharmaceuticals
MCB,Metropolitan Bank Holding Corp.,$56.41 ,616657028,123241,Finance,Major Banks
MCBC,Macatawa Bank Corporation,$10.86 ,371914633,78141,Finance,Major Banks
MCBS,MetroCity Banksharesnc.,$21.58 ,546164422,39294,Finance,Major Banks
MCD,McDonald's Corporation,$271.77 ,1.99051E+11,3573035,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdingsnc.,$26.16 ,465762450,137282,Consumer Discretionary,Recreational Games/Products/Toys
MCG,Membership Collective Groupnc. Class A,$3.82 ,754762942,688648,Consumer Discretionary,Hotels/Resorts
MCHP,Microchip Technologyncorporated,$75.14 ,41327654469,3428923,Technology,Semiconductors
MCHX,Marchexnc. Class B,$1.66 ,70667018,9587,Consumer Discretionary,Business Services
MCI,Barings Corporatenvestors,$13.63 ,276167230,27000,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation,$378.04 ,53603607179,965801,Health Care,Other Pharmaceuticals
MCLD,mCloud Technologies Corp.,$1.10 ,25034045,142320,,
MCLDW,mCloud Technologies Corp.,$0.14 ,,22243,,
MCN,Madison Covered Call & Equity Strategy Fund,$7.59 ,159307755,66882,,
MCO,Moody's Corporation,$292.60 ,53604320000,647395,Finance,Advertising
MCR,MFS Charterncome Trust,$6.63 ,293743284,78942,Finance,Trusts Except Educational Religious and Charitable
MCRB,Seres Therapeuticsnc.,$6.23 ,776206546,1145483,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resortnc.,$81.28 ,1541202343,52481,Consumer Discretionary,Movies/Entertainment
MCS,Marcus Corporation,$16.40 ,516735989,139519,Consumer Discretionary,Movies/Entertainment
MCVT,Mill City VenturesII Ltd.,$2.11 ,,30025,Finance,Finance: Consumer Services
MCW,Mister Car Washnc.,$9.46 ,2885230091,1548340,,
MCY,Mercury General Corporation,$36.00 ,1993360572,241956,Finance,Property-Casualtynsurers
MD,Pediatrix Medical Groupnc.,$15.44 ,1282597048,323376,Health Care,Medical Specialities
MDB,MongoDBnc. Class A,$144.69 ,9941227984,4046973,Technology,Retail: Computer Software & Peripheral Equipment
MDC,M.D.C. Holdingsnc.,$31.32 ,2231994180,378124,Consumer Discretionary,Homebuilding
MDGL,Madrigal Pharmaceuticalsnc.,$66.31 ,1134126122,646894,Health Care,Biotechnology: Pharmaceutical Preparations
MDGS,Medigus Ltd.,$6.10 ,10000529,5678,Health Care,Medical/Dentalnstruments
MDH,MDH Acquisition Corp. Class A,$10.02 ,345690000,89370,Industrials,Consumer Electronics/Appliances
MDIA,Mediaco Holdingnc. Class A,$1.09 ,7735141,8268,Consumer Discretionary,Broadcasting
MDJH,MDJM LTD Ordinary Share,$1.71 ,19905802,104,Finance,Real Estate
MDLZ,Mondeleznternationalnc. Class A,$67.29 ,91892469403,4819646,Consumer Staples,Meat/Poultry/Fish
MDNA,Medicenna Therapeutics Corp.,$0.52 ,36225411,54833,Health Care,Pharmaceuticals and Biotechnology
MDRR,Medalist Diversified REITnc.,$0.73 ,11135797,74052,Real Estate,Real Estatenvestment Trusts
MDRX,Allscripts Healthcare Solutionsnc.,$18.50 ,2021305856,870686,Technology,EDP Services
MDT,Medtronic plc. Ordinary Shares,$77.08 ,1.0253E+11,7228423,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Groupnc.(Holding Company),$30.69 ,6240834211,989450,Industrials,Consumer Electronics/Appliances
MDV,Modivnc. Class C,$13.28 ,99412300,24590,Real Estate,Real Estatenvestment Trusts
MDVL,MedAvail Holdingsnc.,$0.39 ,31265849,23464,Consumer Staples,Retail-Drug Stores and Proprietary Stores
MDWD,MediWound Ltd. Ordinary Shares,$1.35 ,54992516,567089,Health Care,Biotechnology: Pharmaceutical Preparations
MDWT,Midwest Holdingnc.,$15.00 ,55919640,2930,Finance,Lifensurance
MDXG,MiMedx Groupnc,$3.11 ,353508037,537503,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,MDxHealth SA,$7.47 ,121672055,1354,,
ME,23andMe Holding Co. Class A,$3.02 ,1375564042,2310180,Health Care,Precisionnstruments
MEAC,Mercury Ecommerce Acquisition Corp Class A,$10.14 ,228676013,1634,Industrials,Consumer Electronics/Appliances
MEC,Mayville Engineering Companync.,$13.04 ,263052608,91564,Industrials,Metal Fabrications
MED,MEDIFASTNC,$117.58 ,1284795367,111771,Consumer Discretionary,Other Consumer Services
MEDP,Medpace Holdingsnc.,$203.72 ,6335671017,325065,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,TRxADE HEALTHnc.,$0.46 ,3703756,51462,Technology,Interactive Media
MEG,Montrose Environmental Groupnc.,$42.92 ,1275220413,141339,,
MEGL,Magic Empire Global Limited Ordinary Shares,$1.90 ,38000000,283693,Finance,Finance: Consumer Services
MEI,Methode Electronicsnc.,$48.17 ,1738535888,149489,Technology,Electrical Products
MEIP,MEI Pharmanc.,$0.26 ,34647825,13244235,Health Care,Biotechnology: Pharmaceutical Preparations
MEKA,MELI Kaszek Pioneer Corp,$9.93 ,295169250,9228,Finance,Business Services
MELI,MercadoLibrenc.,$863.09 ,43409019199,413981,Consumer Discretionary,Catalog/Specialty Distribution
MEOA,Minority Equality Opportunities Acquisitionnc. Class A,$10.34 ,165136263,22541,Industrials,Consumer Electronics/Appliances
MEOH,Methanex Corporation,$37.68 ,2636606755,237763,,
MERC,Mercernternationalnc.,$13.55 ,896565438,423683,Basic Materials,Paper
MESA,Mesa Air Groupnc.,$1.50 ,54442802,423944,Consumer Discretionary,Air Freight/Delivery Services
MESO,Mesoblast Limited,$3.40 ,500873254,166837,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,MetLifenc.,$75.28 ,59065155112,2453062,Finance,Lifensurance
META,Meta Platformsnc. Class A,$114.12 ,3.02595E+11,43689183,Technology,Internet andnformation Services
METC,Ramaco Resourcesnc.,$11.53 ,508723224,423619,Energy,Coal Mining
METX,Meten Holding Group Ltd. Ordinary Shares,$0.25 ,3322036,98571,Real Estate,Other Consumer Services
MF,Missfresh Limited,$1.53 ,12020852,16757,Consumer Discretionary,Other Specialty Stores
MFA,MFA Financialnc.,$10.86 ,1105514779,1303447,Real Estate,Real Estatenvestment Trusts
MFC,Manulife Financial Corporation,$17.69 ,33321531560,3284505,Consumer Discretionary,Advertising
MFD,Macquarie First Trust Global,$8.55 ,73080629,9331,Finance,Trusts Except Educational Religious and Charitable
MFG,Mizuho Financial Groupnc. Sponosred ADR (Japan),$2.40 ,30411828000,653433,Finance,Major Banks
MFGP,Micro Focusntl PLC ADS each representing One Ord Sh,$6.25 ,2119658563,174752,Technology,Computer Software: Prepackaged Software
MFH,Mercurity Fintech Holdingnc. ADS,$0.87 ,12430647,1676,Technology,EDP Services
MFIC,MidCap Financialnvestment Corporation,$12.05 ,788688876,226477,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp.,$7.26 ,166456111,31765,Finance,Diversified Financial Services
MFM,MFS Municipalncome Trust,$5.23 ,215411310,186888,Finance,Finance Companies
MFV,MFS Special Value Trust,$4.37 ,31859669,13379,Finance,Trusts Except Educational Religious and Charitable
MG,Mistras Groupnc,$3.88 ,115994490,15254,Technology,Security Systems Services
MGA,Magnanternationalnc.,$58.74 ,16789022980,1304819,Consumer Discretionary,Auto Parts:O.E.M.
MGAM,Mobile Global Esportsnc.,$0.77 ,15747090,25904,Technology,EDP Services
MGEE,MGE Energync,$70.57 ,2552049021,79931,Utilities,Power Generation
MGF,MFS Government Marketsncome Trust,$3.34 ,108875293,45713,Finance,Trusts Except Educational Religious and Charitable
MGI,Moneygramnternationalnc.,$10.94 ,1056202749,1925164,Consumer Discretionary,Business Services
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,$16.85 ,827217977,21077,Technology,Computer Software: Prepackaged Software
MGLD,The Marygold Companiesnc.,$1.28 ,50505555,2999,Finance,Finance/Investors Services
MGM,MGM Resortsnternational,$37.32 ,14331637447,4089248,Consumer Discretionary,Hotels/Resorts
MGNI,Magnitenc.,$10.68 ,1424548778,2046909,Consumer Discretionary,Advertising
MGNX,MacroGenicsnc.,$6.07 ,373154591,826351,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,MGPngredientsnc.,$117.28 ,2579460542,75744,Consumer Staples,Beverages (Production/Distribution)
MGRC,McGrath RentCorp,$97.00 ,2365097165,55564,Consumer Discretionary,Diversified Commercial Services
MGTA,Magenta Therapeuticsnc.,$1.19 ,72061069,54926,Health Care,Biotechnology: Pharmaceutical Preparations
MGTX,MeiraGTx Holdings plc Ordinary Shares,$6.14 ,274615663,157752,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGU,Macquarie Globalnfrastructure Total Return Fundnc.,$23.36 ,287584212,19920,Finance,Trusts Except Educational Religious and Charitable
MGY,Magnolia Oil & Gas Corporation Class A,$23.57 ,4710985727,1173235,Energy,Oil & Gas Production
MGYR,Magyar Bancorpnc.,$12.99 ,92200747,124,Finance,Major Banks
MHD,Blackrock MuniHoldings Fundnc.,$11.96 ,638147184,156128,Finance,Trusts Except Educational Religious and Charitable
